"";"Municipios";"total";"65_mas";"porc_envejecido"
"3973";"09200 Mambrillas de Lara";45;20;44,4444444444444
"3974";"09201 Mamolar";27;13;48,1481481481481
"3975";"07033 Manacor";44527;6684;15,0111168504503
"3976";"37179 Mancera de Abajo";205;91;44,390243902439
"3977";"05118 Mancera de Arriba";69;32;46,3768115942029
"3978";"23058 Mancha Real";11328;1787;15,7750706214689
"3979";"06079 Manchita";764;140;18,3246073298429
"3980";"50161 Manchones";106;45;42,4528301886792
"3981";"09202 Manciles";20;12;60
"3982";"07034 Mancor de la Vall";1528;240;15,7068062827225
"3983";"19168 Mandayona";287;123;42,8571428571429
"3984";"49108 Manganeses de la Lampreana";465;190;40,8602150537634
"3985";"49109 Manganeses de la Polvorosa";624;190;30,4487179487179
"3986";"29068 Manilva";16439;2388;14,5264310481173
"3987";"46159 Manises";31240;5342;17,0998719590269
"3988";"05119 Manjabálago y Ortigosa de Rioalmar";24;16;66,6666666666667
"3989";"26092 Manjarrés";119;44;36,9747899159664
"3990";"08112 Manlleu";20912;3664;17,5210405508799
"3991";"34099 Manquillos";61;15;24,5901639344262
"3992";"08113 Manresa";78245;15502;19,8121285705157
"3993";"26093 Mansilla de la Sierra";56;19;33,9285714285714
"3994";"24094 Mansilla de las Mulas";1743;414;23,7521514629948
"3995";"24095 Mansilla Mayor";337;118;35,0148367952522
"3996";"19169 Mantiel";31;12;38,7096774193548
"3997";"34100 Mantinos";143;35;24,4755244755245
"3998";"46160 Manuel";2436;525;21,551724137931
"3999";"49110 Manzanal de Arriba";358;179;50
"4000";"49112 Manzanal de los Infantes";120;53;44,1666666666667
"4001";"49111 Manzanal del Barco";121;60;49,5867768595041
"4002";"13053 Manzanares";17962;3566;19,8530230486583
"4003";"26094 Manzanares de Rioja";65;31;47,6923076923077
"4004";"28082 Manzanares el Real";8936;1112;12,4440465532677
"4005";"32044 Manzaneda";843;376;44,6026097271649
"4006";"45090 Manzaneque";390;110;28,2051282051282
"4007";"44143 Manzanera";516;113;21,8992248062016
"4008";"21047 Manzanilla";2118;459;21,671388101983
"4009";"47080 Manzanillo";54;8;14,8148148148148
"4010";"37180 Manzano, El";70;35;50
"4011";"48059 Mañaria";522;112;21,455938697318
"4012";"31161 Mañeru";426;97;22,7699530516432
"4013";"15044 Mañón";1319;510;38,6656557998484
"4014";"07032 Maó-Mahón";29592;5071;17,1363882130305
"4015";"45091 Maqueda";443;149;33,6343115124154
"4016";"50162 Mara";168;55;32,7380952380952
"4017";"18127 Maracena";22306;3179;14,2517708239935
"4018";"19170 Maranchón";234;90;38,4615384615385
"4019";"24096 Maraña";112;39;34,8214285714286
"4020";"31162 Marañón";51;18;35,2941176470588
"4021";"40903 Marazoleja";98;37;37,7551020408163
"4022";"40118 Marazuela";48;17;35,4166666666667
"4023";"29069 Marbella";147633;22169;15,0162903957787
"4024";"43076 Marçà";600;132;22
"4025";"10117 Marchagaz";203;78;38,423645320197
"4026";"18128 Marchal";414;104;25,1207729468599
"4027";"19171 Marchamalo";7684;903;11,7516918271733
"4028";"41060 Marchena";19329;3411;17,6470588235294
"4029";"31163 Marcilla";2864;575;20,0768156424581
"4030";"34101 Marcilla de Campos";51;25;49,0196078431373
"4031";"43075 Margalef";106;32;30,188679245283
"4032";"08242 Marganell";266;65;24,4360902255639
"4033";"04063 María";1230;372;30,2439024390244
"4034";"50163 María de Huerva";5970;470;7,87269681742044
"4035";"07035 Maria de la Salut";2245;494;22,0044543429844
"4036";"16122 Mariana";298;75;25,1677852348993
"4037";"36026 Marín";24242;5188;21,400874515304
"4038";"39040 Marina de Cudeyo";5106;1213;23,7563650607129
"4039";"41061 Marinaleda";2592;450;17,3611111111111
"4040";"46161 Marines";1848;331;17,9112554112554
"4041";"21048 Marines, Los";399;84;21,0526315789474
"4042";"45092 Marjaliza";243;103;42,3868312757202
"4043";"48060 Markina-Xemein";5068;1090;21,507498026835
"4044";"05120 Marlín";32;14;43,75
"4045";"23059 Marmolejo";6763;1433;21,1888215289073
"4046";"50902 Marracos";84;30;35,7142857142857
"4047";"07036 Marratxí";37724;5546;14,7015162761107
"4048";"45093 Marrupe";149;71;47,6510067114094
"4049";"37181 Martiago";263;132;50,1901140684411
"4050";"05121 Martiherrero";314;68;21,656050955414
"4051";"41062 Martín de la Jara";2665;468;17,5609756097561
"4052";"37183 Martín de Yeltes";407;136;33,4152334152334
"4053";"44144 Martín del Río";387;113;29,1989664082687
"4054";"40119 Martín Miguel";211;40;18,957345971564
"4055";"40120 Martín Muñoz de la Dehesa";227;34;14,9779735682819
"4056";"40121 Martín Muñoz de las Posadas";284;113;39,7887323943662
"4057";"37182 Martinamor";79;19;24,0506329113924
"4058";"05122 Martínez";113;62;54,8672566371681
"4059";"08114 Martorell";28772;4715;16,3874600305853
"4060";"08115 Martorelles";4820;975;20,2282157676349
"4061";"23060 Martos";24343;4335;17,8079940845418
"4062";"40122 Marugán";606;217;35,8085808580858
"4063";"48061 Maruri-Jatabe";978;205;20,961145194274
"4064";"47081 Marzales";43;17;39,5348837209302
"4065";"43077 Mas de Barberans";564;185;32,8014184397163
"4066";"44145 Mas de las Matas";1258;378;30,0476947535771
"4067";"17100 Masarac";288;54;18,75
"4068";"45094 Mascaraque";425;135;31,7647058823529
"4069";"43078 Masdenverge";1071;266;24,8366013071895
"4070";"16123 Masegosa";62;23;37,0967741935484
"4071";"02047 Masegoso";104;50;48,0769230769231
"4072";"19172 Masegoso de Tajuña";49;24;48,9795918367347
"4073";"32045 Maside";2709;934;34,4776670358066
"4074";"08116 Masies de Roda, Les";719;159;22,1140472878999
"4075";"08117 Masies de Voltregà, Les";3132;605;19,3167305236271
"4076";"43079 Masllorenç";505;101;20
"4077";"08118 Masnou, El";23831;4694;19,6970332759851
"4078";"43080 Masó, La";280;83;29,6428571428571
"4079";"43081 Maspujols";823;122;14,823815309842
"4080";"08119 Masquefa";9402;1323;14,0714741544352
"4081";"43082 Masroig, El";492;139;28,2520325203252
"4082";"46162 Massalavés";1610;334;20,7453416149068
"4083";"25131 Massalcoreig";610;137;22,4590163934426
"4084";"46163 Massalfassar";2555;355;13,894324853229
"4085";"46164 Massamagrell";16163;2805;17,3544515250882
"4086";"46165 Massanassa";9782;1743;17,8184420363934
"4087";"17101 Massanes";796;171;21,4824120603015
"4088";"25132 Massoteres";212;34;16,0377358490566
"4089";"37184 Masueco";285;143;50,1754385964912
"4090";"10118 Mata de Alcántara";301;100;33,2225913621262
"4091";"40124 Mata de Cuéllar";253;67;26,4822134387352
"4092";"37186 Mata de Ledesma, La";92;38;41,304347826087
"4093";"44146 Mata de los Olmos, La";261;61;23,3716475095785
"4094";"12075 Mata de Morella, la";160;28;17,5
"4095";"45095 Mata, La";817;234;28,6413708690331
"4096";"40123 Matabuena";135;38;28,1481481481481
"4097";"24097 Matadeón de los Oteros";223;84;37,6681614349776
"4098";"08120 Matadepera";9496;1611;16,9650379106992
"4099";"42110 Matalebreras";67;21;31,3432835820896
"4100";"24098 Matallana de Torío";1270;354;27,8740157480315
"4101";"42111 Matamala de Almazán";283;128;45,2296819787986
"4102";"24099 Matanza";161;77;47,8260869565217
"4103";"38025 Matanza de Acentejo, La";9059;1370;15,1230820178828
"4104";"47082 Matapozuelos";1033;245;23,7173281703775
"4105";"08121 Mataró";129661;22890;17,6537277978729
"4106";"19173 Matarrubia";57;12;21,0526315789474
"4107";"12076 Matet";83;37;44,578313253012
"4108";"49113 Matilla de Arzón";164;73;44,5121951219512
"4109";"47083 Matilla de los Caños";100;26;26
"4110";"37187 Matilla de los Caños del Río";623;150;24,0770465489567
"4111";"49114 Matilla la Seca";42;14;33,3333333333333
"4112";"40125 Matilla, La";78;31;39,7435897435897
"4113";"19174 Matillas";101;49;48,5148514851485
"4114";"26095 Matute";91;42;46,1538461538462
"4115";"37188 Maya, La";163;57;34,9693251533742
"4116";"49115 Mayalde";177;73;41,2429378531073
"4117";"47084 Mayorga";1478;399;26,9959404600812
"4118";"44147 Mazaleón";511;134;26,2230919765166
"4119";"45096 Mazarambroz";1244;256;20,5787781350482
"4120";"19175 Mazarete";35;18;51,4285714285714
"4121";"15045 Mazaricos";3841;1404;36,5529809945327
"4122";"34102 Mazariegos";212;69;32,5471698113208
"4123";"30026 Mazarrón";32839;6518;19,8483510460124
"4124";"39041 Mazcuerras";2093;473;22,5991399904443
"4125";"19176 Mazuecos";266;93;34,9624060150376
"4126";"34103 Mazuecos de Valdeginate";95;44;46,3157894736842
"4127";"09206 Mazuela";55;27;49,0909090909091
"4128";"36027 Meaño";5322;1318;24,7651258925216
"4129";"09208 Mecerreyes";193;73;37,8238341968912
"4130";"28083 Meco";14670;1217;8,29584185412406
"4131";"06080 Medellín";2275;442;19,4285714285714
"4132";"50164 Mediana de Aragón";447;127;28,4116331096197
"4133";"05123 Mediana de Voltoya";114;22;19,2982456140351
"4134";"06081 Medina de las Torres";1176;340;28,9115646258503
"4135";"09209 Medina de Pomar";5734;1280;22,3229856993373
"4136";"47086 Medina de Rioseco";4606;1080;23,4476769431177
"4137";"47085 Medina del Campo";20416;4402;21,5615203761756
"4138";"11023 Medina Sidonia";11773;1866;15,8498258727597
"4139";"42113 Medinaceli";682;196;28,7390029325513
"4140";"05124 Medinilla";91;48;52,7472527472528
"4141";"39042 Medio Cudeyo";7577;1437;18,9652896924904
"4142";"08122 Mediona";2369;487;20,5571971295905
"4143";"19177 Medranda";60;24;40
"4144";"26096 Medrano";325;76;23,3846153846154
"4145";"47087 Megeces";427;136;31,8501170960187
"4146";"19178 Megina";29;12;41,3793103448276
"4147";"27029 Meira";1748;528;30,2059496567506
"4148";"36028 Meis";4754;1233;25,93605384939
"4149";"45097 Mejorada";1261;339;26,883425852498
"4150";"28084 Mejorada del Campo";23639;2976;12,5893650323618
"4151";"47088 Melgar de Abajo";114;43;37,719298245614
"4152";"47089 Melgar de Arriba";153;56;36,6013071895425
"4153";"09211 Melgar de Fernamental";1548;495;31,9767441860465
"4154";"49116 Melgar de Tera";366;178;48,6338797814208
"4155";"34104 Melgar de Yuso";248;100;40,3225806451613
"4156";"46166 Meliana";10970;1942;17,7028258887876
"4157";"31164 Mélida";731;222;30,3693570451436
"4158";"15046 Melide";7419;1938;26,1221188839466
"4159";"52001 Melilla";87076;9206;10,5723735587303
"4160";"32046 Melón";1156;550;47,5778546712803
"4161";"40126 Melque de Cercos";67;36;53,7313432835821
"4162";"40127 Membibre de la Hoz";35;18;51,4285714285714
"4163";"37189 Membribe de la Sierra";112;52;46,4285714285714
"4164";"13054 Membrilla";5942;1253;21,087176035005
"4165";"19179 Membrillera";87;53;60,9195402298851
"4166";"10119 Membrío";605;192;31,7355371900826
"4167";"25134 Menàrguens";813;203;24,9692496924969
"4168";"45098 Menasalbas";2600;754;29
"4169";"20901 Mendaro";1976;358;18,1174089068826
"4170";"48062 Mendata";380;86;22,6315789473684
"4171";"31165 Mendavia";3526;900;25,5246738513897
"4172";"31166 Mendaza";291;95;32,6460481099656
"4173";"48063 Mendexa";425;99;23,2941176470588
"4174";"31167 Mendigorria";1094;245;22,3948811700183
"4175";"34106 Meneses de Campos";121;42;34,7107438016529
"4176";"06082 Mengabril";498;102;20,4819277108434
"4177";"05125 Mengamuñoz";61;18;29,5081967213115
"4178";"23061 Mengíbar";9997;1442;14,4243272981895
"4179";"45099 Méntrida";5320;614;11,5413533834586
"4180";"48064 Meñaka";754;189;25,0663129973475
"4181";"50165 Mequinenza";2279;548;24,0456340500219
"4182";"17099 Meranges";100;18;18
"4183";"32047 Merca, A";1912;789;41,265690376569
"4184";"07037 Mercadal, Es";5316;893;16,798344620015
"4185";"06083 Mérida";59548;9604;16,1281655135353
"4186";"09213 Merindad de Cuesta-Urria";291;110;37,8006872852234
"4187";"09214 Merindad de Montija";707;233;32,956152758133
"4188";"09906 Merindad de Río Ubierna";1418;340;23,9774330042313
"4189";"09215 Merindad de Sotoscueva";396;146;36,8686868686869
"4190";"09216 Merindad de Valdeporres";412;133;32,2815533980583
"4191";"09217 Merindad de Valdivielso";380;138;36,3157894736842
"4192";"39043 Meruelo";2086;277;13,2790028763183
"4193";"10120 Mesas de Ibor";163;76;46,6257668711656
"4194";"16124 Mesas, Las";2317;575;24,8165731549417
"4195";"05126 Mesegar de Corneja";57;30;52,6315789473684
"4196";"45100 Mesegar de Tajo";215;71;33,0232558139535
"4197";"15047 Mesía";2497;863;34,5614737685222
"4198";"50166 Mesones de Isuela";257;105;40,8560311284047
"4199";"13055 Mestanza";669;261;39,0134529147982
"4200";"31168 Metauten";283;91;32,1554770318021
"4201";"50167 Mezalocha";233;86;36,9098712446352
"4202";"44148 Mezquita de Jarque";89;34;38,2022471910112
"4203";"32048 Mezquita, A";1013;419;41,3622902270484
"4204";"10121 Miajadas";9527;2054;21,559777474546
"4205";"50168 Mianos";27;12;44,4444444444444
"4206";"49117 Micereces de Tera";435;190;43,6781609195402
"4207";"34107 Micieces de Ojeda";74;36;48,6486486486487
"4208";"50169 Miedes de Aragón";415;131;31,566265060241
"4209";"19181 Miedes de Atienza";53;28;52,8301886792453
"4210";"39044 Miengo";4891;877;17,9308934778164
"4211";"39045 Miera";381;131;34,3832020997375
"4212";"17105 Mieres";345;79;22,8985507246377
"4213";"33037 Mieres";37537;10574;28,169539387804
"4214";"19182 Mierla, La";39;14;35,8974358974359
"4215";"37190 Mieza";198;128;64,6464646464647
"4216";"07902 Migjorn Gran, Es";1463;286;19,5488721804511
"4217";"45101 Miguel Esteban";4788;1003;20,9482038429407
"4218";"40128 Migueláñez";131;50;38,1679389312977
"4219";"13056 Miguelturra";15498;1852;11,9499290230998
"4220";"05127 Mijares";694;255;36,7435158501441
"4221";"29070 Mijas";85397;12295;14,3974612691312
"4222";"43083 Milà, El";190;40;21,0526315789474
"4223";"31169 Milagro";3450;576;16,695652173913
"4224";"09218 Milagros";434;141;32,4884792626728
"4225";"37191 Milano, El";101;51;50,4950495049505
"4226";"19184 Millana";105;30;28,5714285714286
"4227";"10122 Millanes";255;70;27,4509803921569
"4228";"46167 Millares";331;109;32,9305135951662
"4229";"03086 Millena";240;76;31,6666666666667
"4230";"49118 Milles de la Polvorosa";213;79;37,0892018779343
"4231";"19183 Milmarcos";78;32;41,025641025641
"4232";"21049 Minas de Riotinto";3812;859;22,5341028331584
"4233";"02048 Minaya";1475;418;28,3389830508475
"4234";"16125 Minglanilla";2198;445;20,24567788899
"4235";"05128 Mingorría";373;117;31,3672922252011
"4236";"15048 Miño";6277;1516;24,1516648080293
"4237";"42115 Miño de Medinaceli";87;29;33,3333333333333
"4238";"42116 Miño de San Esteban";38;13;34,2105263157895
"4239";"19185 Miñosa, La";26;10;38,4615384615385
"4240";"16126 Mira";886;254;28,6681715575621
"4241";"10123 Mirabel";661;205;31,0136157337368
"4242";"19186 Mirabueno";74;37;50
"4243";"28085 Miraflores de la Sierra";6362;914;14,3665513989312
"4244";"31170 Mirafuentes";55;20;36,3636363636364
"4245";"25135 Miralcamp";1385;296;21,3718411552347
"4246";"19187 Miralrío";53;24;45,2830188679245
"4247";"46168 Miramar";2685;525;19,5530726256983
"4248";"44149 Mirambel";116;27;23,2758620689655
"4249";"31171 Miranda de Arga";863;244;28,2734646581692
"4250";"37192 Miranda de Azán";440;85;19,3181818181818
"4251";"09219 Miranda de Ebro";35760;7886;22,0525727069351
"4252";"37193 Miranda del Castañar";385;138;35,8441558441558
"4253";"06084 Mirandilla";1262;292;23,1378763866878
"4254";"09220 Miraveche";70;34;48,5714285714286
"4255";"43084 Miravet";706;195;27,6203966005666
"4256";"44150 Miravete de la Sierra";38;8;21,0526315789474
"4257";"05129 Mirón, El";118;65;55,0847457627119
"4258";"05130 Mironcillo";106;41;38,6792452830189
"4259";"05131 Mirueña de los Infanzones";94;46;48,936170212766
"4260";"46169 Mislata";44320;8364;18,8718411552347
"4261";"36029 Moaña";19452;4110;21,1289327575571
"4262";"45102 Mocejón";4963;797;16,0588353818255
"4263";"19188 Mochales";40;27;67,5
"4264";"18132 Moclín";3622;877;24,2131419105467
"4265";"29071 Moclinejo";1251;197;15,7474020783373
"4266";"09221 Modúbar de la Emparedada";710;93;13,0985915492958
"4267";"15049 Moeche";1186;442;37,2681281618887
"4268";"35012 Mogán";20487;3224;15,7368087079611
"4269";"37194 Mogarraz";268;101;37,6865671641791
"4270";"46170 Mogente/Moixent";4307;901;20,9194334803808
"4271";"21050 Moguer";21867;2530;11,5699455800979
"4272";"10124 Mohedas de Granadilla";838;271;32,3389021479714
"4273";"45103 Mohedas de la Jara";400;166;41,5
"4274";"19189 Mohernando";183;32;17,4863387978142
"4275";"08138 Moià";6383;1125;17,6249412501958
"4276";"04064 Mojácar";6778;1929;28,4597226320449
"4277";"47090 Mojados";3258;547;16,7894413750767
"4278";"04903 Mojonera, La";9191;808;8,79120879120879
"4279";"49119 Molacillos";242;79;32,6446280991736
"4280";"28086 Molar, El";9287;1103;11,8768170560999
"4281";"43085 Molar, El";291;96;32,9896907216495
"4282";"41063 Molares, Los";3518;496;14,0989198408186
"4283";"49120 Molezuelas de la Carballeda";50;33;66
"4284";"19190 Molina de Aragón";3233;744;23,0126817197649
"4285";"30027 Molina de Segura";73095;9345;12,7847321978248
"4286";"24100 Molinaseca";862;203;23,5498839907193
"4287";"02049 Molinicos";813;318;39,1143911439114
"4288";"37195 Molinillo";39;25;64,1025641025641
"4289";"44151 Molinos";222;83;37,3873873873874
"4290";"42117 Molinos de Duero";158;37;23,4177215189873
"4291";"28087 Molinos, Los";4433;836;18,8585607940447
"4292";"08123 Molins de Rei";25940;4476;17,2552043176561
"4293";"39046 Molledo";1507;514;34,107498341075
"4294";"25137 Mollerussa";14649;2108;14,3900607550003
"4295";"17106 Mollet de Peralada";198;60;30,3030303030303
"4296";"08124 Mollet del Vallès";51600;9047;17,5329457364341
"4297";"29072 Mollina";5276;1236;23,4268385140258
"4298";"17107 Molló";336;97;28,8690476190476
"4299";"25136 Molsosa, La";104;33;31,7307692307692
"4300";"18133 Molvízar";2772;562;20,2741702741703
"4301";"05132 Mombeltrán";942;356;37,791932059448
"4302";"42118 Momblona";18;11;61,1111111111111
"4303";"49121 Mombuey";401;142;35,4114713216958
"4304";"18134 Monachil";8007;1165;14,5497689521669
"4305";"19191 Monasterio";14;5;35,7142857142857
"4306";"09223 Monasterio de la Sierra";43;16;37,2093023255814
"4307";"09224 Monasterio de Rodilla";165;50;30,3030303030303
"4308";"47091 Monasterio de Vega";82;31;37,8048780487805
"4309";"46171 Moncada";22021;4057;18,423323191499
"4310";"09225 Moncalvillo";81;45;55,5555555555556
"4311";"12077 Moncofa";6707;1314;19,5914715968391
"4312";"29073 Monda";2697;426;15,7953281423804
"4313";"36030 Mondariz";4410;1398;31,7006802721088
"4314";"36031 Mondariz-Balneario";637;152;23,861852433281
"4315";"19192 Mondéjar";2686;501;18,6522710349963
"4316";"27030 Mondoñedo";3539;1219;34,4447584063295
"4317";"50170 Monegrillo";394;127;32,2335025380711
"4318";"22155 Monesma y Cajigar";72;23;31,9444444444444
"4319";"06085 Monesterio";4216;807;19,1413662239089
"4320";"50171 Moneva";114;50;43,859649122807
"4321";"49122 Monfarracinos";951;151;15,8780231335436
"4322";"15050 Monfero";1907;668;35,0288411116938
"4323";"22156 Monflorite-Lascasas";405;47;11,6049382716049
"4324";"37196 Monforte de la Sierra";65;41;63,0769230769231
"4325";"27031 Monforte de Lemos";18347;5386;29,3562980323759
"4326";"44152 Monforte de Moyuela";71;30;42,2535211267606
"4327";"03088 Monforte del Cid";8346;1122;13,4435657800144
"4328";"08128 Monistrol de Calders";702;161;22,9344729344729
"4329";"08127 Monistrol de Montserrat";3139;604;19,2417967505575
"4330";"37197 Monleón";93;43;46,2365591397849
"4331";"37198 Monleras";226;61;26,9911504424779
"4332";"03089 Monóvar/Monòver";12212;2657;21,7572879135277
"4333";"50172 Monreal de Ariza";189;79;41,7989417989418
"4334";"44153 Monreal del Campo";2487;482;19,3807800562927
"4335";"16128 Monreal del Llano";53;22;41,5094339622642
"4336";"31172 Monreal/Elo";472;66;13,9830508474576
"4337";"10125 Monroy";938;258;27,5053304904051
"4338";"44154 Monroyo";332;80;24,0963855421687
"4339";"37199 Monsagro";138;48;34,7826086956522
"4340";"05133 Monsalupe";62;27;43,5483870967742
